reviews,category_sentiment,category,sentiment
"Cukup ramah pelayanan nya baik karena menyediakan pemesanan makanan minuman, Namun  perlu diperbaiki dari segi fasilitas kamar seperti Stopkontak nya di tambah, Air hangatnya kadang tidak berfungsi maka perlu di cek berkala",air_panas_P1-neg,air_panas_P1,neg
"kurang bersih , tanpa lobby, service tidak selalu standby",kebersihan-neg,kebersihan,neg
"kurang bersih , tanpa lobby, service tidak selalu standby",service-neg,service,neg
bersih tempatnya. saya suka. cuma air panasnya lagi macet kmrn. ,kebersihan-pos,kebersihan,pos
bersih tempatnya. saya suka. cuma air panasnya lagi macet kmrn. ,air_panas_P1-neg,air_panas_P1,neg
fasilitas tv yg kurang baik ditambah receptions yg kurang baik masa saya ktdran sampai pas wkt check out nya ditelpon trs ke kamar,tv_P1-neg,tv_P1,neg
fasilitas tv yg kurang baik ditambah receptions yg kurang baik masa saya ktdran sampai pas wkt check out nya ditelpon trs ke kamar,service-neg,service,neg
"Bagus, nyaman, sangat dekat dengan St Kereta Sawah Besar. Makanannya standar tapi. Siaran TV nya jg bisa di tambah mustinya. Staff ramah dan membantu. NO DEPOSIT",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Bagus, nyaman, sangat dekat dengan St Kereta Sawah Besar. Makanannya standar tapi. Siaran TV nya jg bisa di tambah mustinya. Staff ramah dan membantu. NO DEPOSIT",tv_P1-neg,tv_P1,neg
"Bagus, nyaman, sangat dekat dengan St Kereta Sawah Besar. Makanannya standar tapi. Siaran TV nya jg bisa di tambah mustinya. Staff ramah dan membantu. NO DEPOSIT",service-pos,service,pos
"Cukup baik hanya sedang renove jadi terlihat kotor , pelayanan oke",kebersihan-neg,kebersihan,neg
"Cukup baik hanya sedang renove jadi terlihat kotor , pelayanan oke",service-pos,service,pos
"baik cuma buat masukkan kedepannya, kmren spreinya agak demek seperti blom kering, dengan kondisi musim hujan, menyarankan agar diperhatikan hal tersebut terima kasih",linen_P1-neg,linen_P1,neg
tidak melayani dengan baik ,service-neg,service,neg
kamar lumayan. sayang wifi susah koneksi,wifi_P1-neg,wifi_P1,neg
"JANGAN PILIH KAMAR DISINI Pelayanannya mengecewakan. Kami dibentak saat akan checkin alasannya karena nama kami blm terupdate. Kamar sangat kotor & tidak dibersihkan. Banyak rambut di wc. AC mati, dan tidak dapat handuk. CS dari airy pun tdk menggubris komplain kami. Kami bahkan telah menulis surat pembaca ke koran untk properti asal-asalan ini",service-neg,service,neg
"JANGAN PILIH KAMAR DISINI Pelayanannya mengecewakan. Kami dibentak saat akan checkin alasannya karena nama kami blm terupdate. Kamar sangat kotor & tidak dibersihkan. Banyak rambut di wc. AC mati, dan tidak dapat handuk. CS dari airy pun tdk menggubris komplain kami. Kami bahkan telah menulis surat pembaca ke koran untk properti asal-asalan ini",kebersihan-neg,kebersihan,neg
"JANGAN PILIH KAMAR DISINI Pelayanannya mengecewakan. Kami dibentak saat akan checkin alasannya karena nama kami blm terupdate. Kamar sangat kotor & tidak dibersihkan. Banyak rambut di wc. AC mati, dan tidak dapat handuk. CS dari airy pun tdk menggubris komplain kami. Kami bahkan telah menulis surat pembaca ke koran untk properti asal-asalan ini",ac_P1-neg,ac_P1,neg
Free wifi mengecewakan karena tidak bisa digunakan Intalasi listrik kurang rapi.,wifi_P1-neg,wifi_P1,neg
"Air panas nya gak banget panas ,sy bawa anak bayi kasian jadi mandi air dingin",air_panas_P1-neg,air_panas_P1,neg
Nyaman pelayanan sigap berasa di rumah.. Hanya saja soal privasi kurang krn penjaga rumah nya sering masuk kamar tanpa diminta di saat tamu tidak ada. ,service-neg,service,neg
kamar cukup luas.. kamar mandi kotor,kebersihan-neg,kebersihan,neg
Staff cuek,service-neg,service,neg
"Sangat mengecewakan... Tempat nya susah d cari, kamar mandi pengap dan bau, AC tidak dingin dan menetes, terlebih lagi pemilik nya sangat teramat tidak sopan tidak cocok jadi pemilik penginapan kayak pereman pasar... Di tambah kemarin dapat kamar 202 tangg",bau_P1-neg,bau_P1,neg
"Sangat mengecewakan... Tempat nya susah d cari, kamar mandi pengap dan bau, AC tidak dingin dan menetes, terlebih lagi pemilik nya sangat teramat tidak sopan tidak cocok jadi pemilik penginapan kayak pereman pasar... Di tambah kemarin dapat kamar 202 tangg",ac_P1-neg,ac_P1,neg
"Sangat mengecewakan... Tempat nya susah d cari, kamar mandi pengap dan bau, AC tidak dingin dan menetes, terlebih lagi pemilik nya sangat teramat tidak sopan tidak cocok jadi pemilik penginapan kayak pereman pasar... Di tambah kemarin dapat kamar 202 tangg",service-neg,service,neg
Fasilitas ok. cuma tv nya kurang bersih antenanya.,tv_P1-neg,tv_P1,neg
Fasilitas ok. cuma tv nya kurang bersih antenanya.,linen_P1-pos,linen_P1,pos
"kamarx kurang luas, slebihx nyaman dan wifi nya lumayan buat dikamar cm sering putus2. dan klo bisa sarapan nya di antar ke tiap kamar, karena kasian buat yg telat akhirx tidak kebagian sarapan. mkasih",wifi_P1-neg,wifi_P1,neg
"kamarx kurang luas, slebihx nyaman dan wifi nya lumayan buat dikamar cm sering putus2. dan klo bisa sarapan nya di antar ke tiap kamar, karena kasian buat yg telat akhirx tidak kebagian sarapan. mkasih",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"tenang, nyaman, tapi TV error",tv_P1-neg,tv_P1,neg
"Dari fasilitas,saya kecewa krn wifi yg tdk bisa diakses. Dan layanan breakfast yg tdk dikonfirmasikan batas wktu,sehingga tdk bisa saya dapatkan krn layanan hanya sampai jam 9.00",wifi_P1-neg,wifi_P1,neg
"Dari fasilitas,saya kecewa krn wifi yg tdk bisa diakses. Dan layanan breakfast yg tdk dikonfirmasikan batas wktu,sehingga tdk bisa saya dapatkan krn layanan hanya sampai jam 9.00",sunrise_meal_P1-neg,sunrise_meal_P1,neg
Sangat strategis tempat lokasinya. Tetapi untuk ACnya kurang dingin di kamar 202.,ac_P1-neg,ac_P1,neg
"pelayanan baik, ramah, hanya TV nya terlalu kecil.",service-pos,service,pos
"pelayanan baik, ramah, hanya TV nya terlalu kecil.",tv_P1-neg,tv_P1,neg
wifi kurang kencang ,wifi_P1-neg,wifi_P1,neg
"Nyaman.  ruangannya bersih dan luas, hanya saja wifi tidak jalan alias lelet",kebersihan-pos,kebersihan,pos
"Nyaman.  ruangannya bersih dan luas, hanya saja wifi tidak jalan alias lelet",wifi_P1-neg,wifi_P1,neg
minus nya ac nya lama dingin nya,ac_P1-neg,ac_P1,neg
Sayang Wifi Gak Bagus Mesti Keluar Kamar,wifi_P1-neg,wifi_P1,neg
ac nya susah di nyalain,ac_P1-neg,ac_P1,neg
tvnya jadiin tv satelit dong biar asik,tv_P1-neg,tv_P1,neg
kurangnya kebersihan kamar mandi dan lorong menuju kamar. untunglah pelayanan cepat tanggap,kebersihan-neg,kebersihan,neg
kurangnya kebersihan kamar mandi dan lorong menuju kamar. untunglah pelayanan cepat tanggap,service-pos,service,pos
"Kamarnya besar, bersihh pelayanan ramah,  harga yg dberikan sngt memuaskn saat melihat kamarnya lengkap, tp akses ke kamarnya yg jauh dbelakang sih dan aroma nya kurang suka,  over all ini keren hrusnya ga smurah itu klo ga pke airy room,  top deh ga mengecewakan",kebersihan-neg,kebersihan,neg
"Kamarnya besar, bersihh pelayanan ramah,  harga yg dberikan sngt memuaskn saat melihat kamarnya lengkap, tp akses ke kamarnya yg jauh dbelakang sih dan aroma nya kurang suka,  over all ini keren hrusnya ga smurah itu klo ga pke airy room,  top deh ga mengecewakan",service-pos,service,pos
"Kamarnya besar, bersihh pelayanan ramah,  harga yg dberikan sngt memuaskn saat melihat kamarnya lengkap, tp akses ke kamarnya yg jauh dbelakang sih dan aroma nya kurang suka,  over all ini keren hrusnya ga smurah itu klo ga pke airy room,  top deh ga mengecewakan",bau_P1-neg,bau_P1,neg
"Kamarnya besar, bersihh pelayanan ramah,  harga yg dberikan sngt memuaskn saat melihat kamarnya lengkap, tp akses ke kamarnya yg jauh dbelakang sih dan aroma nya kurang suka,  over all ini keren hrusnya ga smurah itu klo ga pke airy room,  top deh ga mengecewakan",general-pos,general,pos
kamar kotor... tidak ada perlengkapan snack dan mandi dari airy,kebersihan-neg,kebersihan,neg
kamar kotor... tidak ada perlengkapan snack dan mandi dari airy,linen_P1-neg,linen_P1,neg
Kebersihan harap di tingkatkan,kebersihan-neg,kebersihan,neg
"room bersih tapi sayang linen kotir, bekas ada spot, kamar mandi bau, handuk sudah waktunya di ganti karena warnanya putih kehitaman, wifi susah(sinyal ada tetapi tidak mau connect).",kebersihan-pos,kebersihan,pos
"room bersih tapi sayang linen kotir, bekas ada spot, kamar mandi bau, handuk sudah waktunya di ganti karena warnanya putih kehitaman, wifi susah(sinyal ada tetapi tidak mau connect).",linen_P1-neg,linen_P1,neg
"room bersih tapi sayang linen kotir, bekas ada spot, kamar mandi bau, handuk sudah waktunya di ganti karena warnanya putih kehitaman, wifi susah(sinyal ada tetapi tidak mau connect).",bau_P1-neg,bau_P1,neg
"room bersih tapi sayang linen kotir, bekas ada spot, kamar mandi bau, handuk sudah waktunya di ganti karena warnanya putih kehitaman, wifi susah(sinyal ada tetapi tidak mau connect).",wifi_P1-neg,wifi_P1,neg
"Saya suka, nyaman dan tenang, hanya saja kamar mandi sedikit berbau tapi buat saya tidak masalah ttp puas",bau_P1-neg,bau_P1,neg
Sinyal hp jelek. wifi juga terbatas,wifi_P1-neg,wifi_P1,neg
Aman dan nyaman + ac kurang dingin,ac_P1-neg,ac_P1,neg
Pelayanan memuaskan.. Kamar bagus.. Namun tolong dong.. Diadakan keset kaki di kamar mandi.. Biar nda basah klw dari kamar mandi.. Makasi... ,service-pos,service,pos
Pelayanan memuaskan.. Kamar bagus.. Namun tolong dong.. Diadakan keset kaki di kamar mandi.. Biar nda basah klw dari kamar mandi.. Makasi... ,linen_P1-neg,linen_P1,neg
Wifi tdk ada & pintu kamar mandi tdk bisa terkunci...,wifi_P1-neg,wifi_P1,neg
"semuanya baik, kecuali pemasangan TV, posisi gak tepat. masak TV didepan lemari.",tv_P1-neg,tv_P1,neg
Kamarnya butuh perbaikan.. dinding kamar dan pintu2 ,-ignored-,,ignored
"Kamar yg nyaman, fasilitas nya baik semua, ditambah ketersediaan wifi dengan kualitas yang baik juga. Namun, Ada satu hal yang perlu diperbaiki yaitu ukuran handuk yg terlalu kecil. Sebaiknya sediakan handuk yg berukuran sedang.",wifi_P1-pos,wifi_P1,pos
"Kamar yg nyaman, fasilitas nya baik semua, ditambah ketersediaan wifi dengan kualitas yang baik juga. Namun, Ada satu hal yang perlu diperbaiki yaitu ukuran handuk yg terlalu kecil. Sebaiknya sediakan handuk yg berukuran sedang.",linen_P1-neg,linen_P1,neg
"kamar nya enak smuanya bagus,tp udh 2hari ini pasti deh wifinya mati..pdhal saya udh sering nginep dsni dan yg saya suka dari hotel ini wifinya gk lemot..",wifi_P1-neg,wifi_P1,neg
"kamarnya kurang bersih, sarapan biasa aja.",kebersihan-neg,kebersihan,neg
"kamarnya kurang bersih, sarapan biasa aja.",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"utk kesekian kalinya sllu ada plus minus. yang saya dapatkan di airy rooms slipi yakni air conditioner(ac) yang lamban. jd harus menunggu berjam jam utk ruangan lebih dingin. over all, tampak kamar ssuai dengan yg di foto. complimentary snack jg ada. semoga airy tidak dibeda2kan dgn kamar yg lain. trimakasih airy",ac_P1-neg,ac_P1,neg
"utk kesekian kalinya sllu ada plus minus. yang saya dapatkan di airy rooms slipi yakni air conditioner(ac) yang lamban. jd harus menunggu berjam jam utk ruangan lebih dingin. over all, tampak kamar ssuai dengan yg di foto. complimentary snack jg ada. semoga airy tidak dibeda2kan dgn kamar yg lain. trimakasih airy",linen_P1-pos,linen_P1,pos
"Airy room yg di Country Heritage , kurang memuaskan ruangan kotor berdebu, apalagi belakang TV seperti g pernah dilap, mungkin jarang dipakai kali,  risih berada didlm, akhirnya sama pihak hotel diganti dngn yang bukan airy room dan dikasih free, gapp y saya tulis yang sebenarnya, supaya Airy room kedepan lbh baik lg",kebersihan-neg,kebersihan,neg
Untuk koneksi wiffi lebih di tingkatkan lagi ...,wifi_P1-neg,wifi_P1,neg
"Bersih..nyaman utk stay for a while..cuma air panas agak lama,mgkn krn bnyk yg pakai..Over all sudah bagus",kebersihan-neg,kebersihan,neg
"Bersih..nyaman utk stay for a while..cuma air panas agak lama,mgkn krn bnyk yg pakai..Over all sudah bagus",air_panas_P1-neg,air_panas_P1,neg
"Bersih..nyaman utk stay for a while..cuma air panas agak lama,mgkn krn bnyk yg pakai..Over all sudah bagus",general-pos,general,pos
"dekat dengan halte dan stasiun. yang perlu diperbaiki menu sarapan kurang variatif dan wifi ngadat.. kamar minta dibersihin tapi kurang bersih, handuk tidak diganti.. tapi untuk lainnya udah oke.. tq",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"dekat dengan halte dan stasiun. yang perlu diperbaiki menu sarapan kurang variatif dan wifi ngadat.. kamar minta dibersihin tapi kurang bersih, handuk tidak diganti.. tapi untuk lainnya udah oke.. tq",wifi_P1-neg,wifi_P1,neg
"dekat dengan halte dan stasiun. yang perlu diperbaiki menu sarapan kurang variatif dan wifi ngadat.. kamar minta dibersihin tapi kurang bersih, handuk tidak diganti.. tapi untuk lainnya udah oke.. tq",kebersihan-neg,kebersihan,neg
"dekat dengan halte dan stasiun. yang perlu diperbaiki menu sarapan kurang variatif dan wifi ngadat.. kamar minta dibersihin tapi kurang bersih, handuk tidak diganti.. tapi untuk lainnya udah oke.. tq",linen_P1-neg,linen_P1,neg
seprei dan selimutnya sedikit kotor ,linen_P1-neg,linen_P1,neg
"tempat bersih nyaman, cuman wifi sangat sangat lemot banget, makasih",kebersihan-pos,kebersihan,pos
"tempat bersih nyaman, cuman wifi sangat sangat lemot banget, makasih",wifi_P1-neg,wifi_P1,neg
"berkesan: harganya super murah, kolam renang bersih... suram: air krannya bau, beddingnya sudah kusam, ac reyot, selimut tipis, ada suara2 di tengah malam dari langit2...",linen_P1-neg,linen_P1,neg
"berkesan: harganya super murah, kolam renang bersih... suram: air krannya bau, beddingnya sudah kusam, ac reyot, selimut tipis, ada suara2 di tengah malam dari langit2...",ac_P1-neg,ac_P1,neg
Kaca kamar mandi kotor,kebersihan-neg,kebersihan,neg
"Manajemen yg sangat buruk,, sudah terbit voucher hotel, tapi sampai disana malah kamar full",service-neg,service,neg
"Kamar mandinya bau, kran berkarat, banyak sarang laba2, tempat tidur kurang bersih, lokasi penginapan masuk gang sehingga tidak bisa masuk mobil.",bau_P1-neg,bau_P1,neg
"Kamar mandinya bau, kran berkarat, banyak sarang laba2, tempat tidur kurang bersih, lokasi penginapan masuk gang sehingga tidak bisa masuk mobil.",kebersihan-neg,kebersihan,neg
"AC nya kurang dingin dan kotor,banyak nyamuk dan kurang terawat kamarnya..bau kamar tidak enak smp saya beli obat semprot nyamuk dan beli pengharum ruangan.kolam renang bersih..",ac_P1-neg,ac_P1,neg
"AC nya kurang dingin dan kotor,banyak nyamuk dan kurang terawat kamarnya..bau kamar tidak enak smp saya beli obat semprot nyamuk dan beli pengharum ruangan.kolam renang bersih..",bau_P1-neg,bau_P1,neg
"pelayanannya ramah. tempat tidur nyaman, bersih , AC menyala air panas bisa di gunakan wifinya sangat kencang .. mungkin yang perlu diperbaiki bau saluran air di kamar mandi, tp langsung hilang baunya sejauh ini sangat memuaskan ... terimakasih",service-pos,service,pos
"pelayanannya ramah. tempat tidur nyaman, bersih , AC menyala air panas bisa di gunakan wifinya sangat kencang .. mungkin yang perlu diperbaiki bau saluran air di kamar mandi, tp langsung hilang baunya sejauh ini sangat memuaskan ... terimakasih",ac_P1-pos,ac_P1,pos
"pelayanannya ramah. tempat tidur nyaman, bersih , AC menyala air panas bisa di gunakan wifinya sangat kencang .. mungkin yang perlu diperbaiki bau saluran air di kamar mandi, tp langsung hilang baunya sejauh ini sangat memuaskan ... terimakasih",air_panas_P1-pos,air_panas_P1,pos
"pelayanannya ramah. tempat tidur nyaman, bersih , AC menyala air panas bisa di gunakan wifinya sangat kencang .. mungkin yang perlu diperbaiki bau saluran air di kamar mandi, tp langsung hilang baunya sejauh ini sangat memuaskan ... terimakasih",wifi_P1-pos,wifi_P1,pos
"pelayanannya ramah. tempat tidur nyaman, bersih , AC menyala air panas bisa di gunakan wifinya sangat kencang .. mungkin yang perlu diperbaiki bau saluran air di kamar mandi, tp langsung hilang baunya sejauh ini sangat memuaskan ... terimakasih",bau_P1-neg,bau_P1,neg
wifi nya agak lemot tp kamar dan fasilitas keren koq.. ,wifi_P1-neg,wifi_P1,neg
wifi nya agak lemot tp kamar dan fasilitas keren koq.. ,linen_P1-pos,linen_P1,pos
kamar mandi bau.. & banyak nyamuk,bau_P1-neg,bau_P1,neg
"kotor, ac bocor,sandal kamar ga ada. sarapan pagi ga ada. sprei dan selimut sudah bulukan. lantai berdebu, rambut dikamar mandi nyumbat saluran air. ihh airy cari rekanan yg bagus dikit. nyeremin tidurnya tapi udah kemalaman sampe mau gimana Lagi.",kebersihan-neg,kebersihan,neg
"kotor, ac bocor,sandal kamar ga ada. sarapan pagi ga ada. sprei dan selimut sudah bulukan. lantai berdebu, rambut dikamar mandi nyumbat saluran air. ihh airy cari rekanan yg bagus dikit. nyeremin tidurnya tapi udah kemalaman sampe mau gimana Lagi.",linen_P1-neg,linen_P1,neg
"kotor, ac bocor,sandal kamar ga ada. sarapan pagi ga ada. sprei dan selimut sudah bulukan. lantai berdebu, rambut dikamar mandi nyumbat saluran air. ihh airy cari rekanan yg bagus dikit. nyeremin tidurnya tapi udah kemalaman sampe mau gimana Lagi.",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"over all ok, kurang pewangi aja kamarnya, anak2 betah karna puas liat kereta",general-pos,general,pos
"over all ok, kurang pewangi aja kamarnya, anak2 betah karna puas liat kereta",bau_P1-neg,bau_P1,neg
"kamar bau, shower tidak bagus. pertama kali saya nginap disana. suasana kamar enak. tapi pas untuk kedua kali menginap disana suasana kamar tidak enak. apa mungkin karna saya ambil dengan potongan diskon makanya saya dapat kamar yg tidak bagus",bau_P1-neg,bau_P1,neg
Bagus... air panas nya tidak menyala,air_panas_P1-neg,air_panas_P1,neg
Direlokasi ke hotel lain dengan alasan error system sehingga terjadi over booking. Tapi fasilitas hotel pengganti dibawah hotel yang dibooking awalnya. Semoga tidak terulang kembali,service-neg,service,neg
